Machine_Type,pressure,Temperature,Vibration,Machineruntime,Date,Component,Maintenancetype,Actiontaken,Failure type,Downtime (hrs)
Drill,54.16764481,79.17861947,727.7072,12,30-06-2023,Gearbox,Corrective,Replaced,No Failure,2.6
Lathe,40.03132179,91.22156197,768.4654,7,04-09-2023,Coupling,Predictive,Replaced,Misalignment,5.2
Drill,51.87028285,80.32465261,888.792,13,28-02-2023,Bearing,Preventive,Inspected,No Failure,2.2
Mill,56.13834496,54.80630034,881.9246,13,11-11-2023,Coupling,Corrective,Tightened,No Failure,1.4
Drill,43.95179491,65.15765927,810.3402,13,15-01-2023,Bearing,Predictive,Inspected,Leakage,3.6
Mill,58.36286193,82.66911149,696.0206,8,04-01-2023,Motor,Predictive,Replaced,Overheating,5.6
Mill,52.09509505,62.92330534,902.4379,14,14-03-2023,Shaft,Predictive,Inspected,Wear and Tear,4.3
Lathe,46.47494072,74.43819428,702.0794,18,03-08-2023,Bearing,Predictive,Inspected,Misalignment,3.6
Lathe,49.72115461,77.74634053,616.2756,16,16-06-2023,Motor,Corrective,Replaced,Overheating,1
Mill,52.79163456,60.73069528,549.2662,11,22-01-2024,Coupling,Corrective,Replaced,Misalignment,3.9
Lathe,50.38002696,69.40474644,778.5142,8,05-12-2023,Bearing,Predictive,Replaced,Overheating,5.9
Drill,52.69377996,37.5873266,603.2911,15,21-04-2023,Lubrication,Predictive,Flushed,Wear and Tear,1.3
Lathe,45.39663203,59.75612359,606.6062,8,26-05-2023,Bearing,Preventive,Lubricated,No Failure,3.4
Lathe,50.84680412,67.47431849,803.8844,14,23-04-2023,Lubrication,Predictive,Checked,Overheating,5.3
Drill,42.93142752,57.52216818,975.28,10,29-04-2024,Coupling,Corrective,Replaced,Misalignment,4.6
Lathe,49.44386969,86.32411304,986.2915,19,03-03-2023,Shaft,Preventive,Aligned,No Failure,4.3
Mill,45.48046179,55.69858622,849.3329,12,14-07-2023,Lubrication,Predictive,Flushed,Misalignment,4.4
Drill,46.32235029,65.59955513,651.4033,13,17-02-2024,Gearbox,Corrective,Cleaned,No Failure,2.5
Mill,56.18046588,71.30740577,530.0397,14,12-08-2023,Bearing,Preventive,Inspected,No Failure,2.1
Drill,55.4565506,84.41273289,771.8329,15,21-10-2023,Lubrication,Corrective,Flushed,No Failure,5
Mill,53.0456906,55.64137849,883.3516,14,27-07-2023,Gearbox,Predictive,Replaced,Overheating,5
Mill,44.53843618,81.63163752,605.6169,12,15-04-2024,Motor,Corrective,Inspected,Wear and Tear,5.3
Lathe,48.41795775,70.10233061,630.6175,19,12-08-2023,Bearing,Preventive,Replaced,No Failure,5.5
Mill,56.0654885,60.18491349,828.1065,11,17-01-2024,Lubrication,Predictive,Refilled,Wear and Tear,3.3
Lathe,50.70858457,74.62103474,934.5133,19,19-09-2023,Shaft,Preventive,Replaced,No Failure,3.3
Drill,61.5966477,71.99059696,754.077,16,08-01-2024,Coupling,Predictive,Replaced,Overheating,4.9
Mill,51.9665892,63.99783123,672.4264,17,30-03-2023,Shaft,Corrective,Replaced,Overheating,4.1
Mill,50.96024558,70.69802085,504.1789,9,10-09-2023,Shaft,Predictive,Replaced,Misalignment,4.4
Drill,48.45441768,66.14686403,677.6411,8,26-11-2023,Coupling,Predictive,Tightened,Leakage,4.9
Drill,50.66770452,71.13517345,564.1247,8,04-02-2023,Motor,Predictive,Replaced,Misalignment,5.4
Mill,49.23765082,76.62130675,851.5806,7,29-01-2023,Lubrication,Predictive,Flushed,Overheating,2.4
Drill,53.54054338,85.86016816,828.4863,15,20-01-2023,Coupling,Corrective,Tightened,Wear and Tear,2.6
Lathe,54.78351158,57.62184501,945.6486,11,18-03-2024,Motor,Preventive,Repaired,No Failure,1
Drill,46.0700527,91.33033375,970.94,12,25-10-2023,Coupling,Predictive,Inspected,Wear and Tear,3.7
Drill,43.34383523,50.479122,505.7219,12,07-04-2023,Gearbox,Corrective,Replaced,No Failure,0.7
Mill,40.81897313,68.48214905,570.5757,15,05-05-2024,Coupling,Preventive,Inspected,No Failure,3.1
Lathe,52.53995663,75.88317206,659.6614,13,16-09-2023,Lubrication,Corrective,Flushed,Leakage,3.5
Drill,44.48316697,72.80991868,932.1869,15,26-09-2023,Bearing,Corrective,Inspected,Wear and Tear,2.1
Lathe,39.23554704,63.7730048,877.5685,13,18-07-2023,Coupling,Corrective,Tightened,Overheating,3.7
Lathe,51.94289302,67.9187775,870.5612,5,28-11-2023,Motor,Predictive,Inspected,Bearing Failure,0.7
Lathe,62.46499759,65.06999065,810.483,13,14-12-2023,Bearing,Preventive,Replaced,No Failure,0.7
Mill,49.96964544,64.10635243,597.2571,12,08-05-2024,Motor,Preventive,Inspected,No Failure,5
Drill,54.19245387,78.49602097,554.5728,6,06-12-2023,Shaft,Preventive,Replaced,No Failure,2.5
Mill,50.40914679,73.57015486,727.9273,10,06-12-2023,Motor,Preventive,Inspected,No Failure,1.2
Drill,49.50555173,63.07090405,729.25,12,14-10-2023,Shaft,Predictive,Inspected,Bearing Failure,3.4
Drill,54.59538241,78.99599875,612.1166,13,26-12-2023,Gearbox,Preventive,Repaired,No Failure,4.7
Mill,48.54862728,73.07299521,933.3508,11,05-07-2023,Bearing,Predictive,Inspected,Wear and Tear,1.7
Lathe,51.33696157,78.12862119,740.1927,10,24-06-2023,Motor,Preventive,Repaired,No Failure,3.9
Lathe,51.60848903,76.29628842,588.6656,10,01-06-2023,Shaft,Corrective,Replaced,Misalignment,1
Drill,46.65954773,61.71004989,955.3494,12,05-12-2023,Coupling,Predictive,Inspected,No Failure,0.8
Mill,54.96021175,64.3981896,761.3115,14,25-03-2023,Coupling,Corrective,Inspected,Wear and Tear,3.4
Lathe,49.12520122,77.47293605,583.17,14,23-01-2023,Gearbox,Predictive,Repaired,Leakage,3.5
Lathe,46.2212742,76.10370265,657.6634,14,09-11-2023,Motor,Predictive,Inspected,Misalignment,4
Drill,52.68254922,69.79098406,625.9428,13,03-05-2023,Gearbox,Preventive,Repaired,No Failure,4.5
Drill,45.50766009,71.17327383,969.2779,5,14-08-2023,Lubrication,Corrective,Flushed,Leakage,5.9
Mill,50.14090579,82.77664896,606.6585,10,03-08-2023,Motor,Preventive,Inspected,No Failure,3.3
Drill,49.95440502,64.08428611,918.0735,10,25-11-2023,Shaft,Predictive,Replaced,Overheating,2.3
Lathe,55.42947783,75.47097381,936.6822,14,11-03-2024,Motor,Predictive,Repaired,Leakage,4.9
Lathe,52.37349116,67.97807348,531.8728,12,08-04-2024,Motor,Corrective,Repaired,Overheating,2
Lathe,49.87486521,67.82318797,967.9207,11,23-02-2024,Shaft,Preventive,Replaced,No Failure,2.9
Lathe,54.0888315,80.98776852,891.1184,15,15-09-2023,Motor,Corrective,Replaced,Bearing Failure,0.9
Mill,56.95103775,78.25416349,628.5024,11,25-04-2023,Shaft,Preventive,Replaced,No Failure,0.6
Mill,52.78905153,78.13509636,562.3019,19,10-02-2024,Motor,Corrective,Inspected,Leakage,5.8
Drill,50.0517631,83.05478807,726.1918,17,01-03-2024,Shaft,Corrective,Aligned,Wear and Tear,5.1
Drill,43.44081884,70.21003842,533.9258,15,03-01-2023,Gearbox,Preventive,Replaced,No Failure,4.3
Drill,44.67443168,76.81952971,795.5232,17,08-10-2023,Bearing,Preventive,Replaced,No Failure,2.7
Mill,48.47387648,66.89733243,610.699,13,02-05-2023,Coupling,Preventive,Replaced,No Failure,1.5
Lathe,46.95243899,73.24166352,793.5707,9,11-02-2024,Bearing,Corrective,Replaced,Wear and Tear,1.4
Drill,49.06514349,68.69856946,669.5579,15,02-10-2023,Lubrication,Corrective,Refilled,Wear and Tear,1.9
Lathe,50.28324962,70.96995965,626.8188,17,15-03-2023,Gearbox,Predictive,Cleaned,Misalignment,3.5
Drill,52.64846377,75.95157025,610.3347,7,20-10-2023,Lubrication,Corrective,Checked,Overheating,4.4
Drill,49.64750611,61.81779317,529.7328,7,14-05-2024,Shaft,Predictive,Inspected,Bearing Failure,4.1
Drill,52.43250822,90.92387276,770.5603,10,11-10-2023,Bearing,Predictive,Inspected,No Failure,2
Drill,50.32237207,59.93982619,705.5262,7,18-07-2023,Lubrication,Preventive,Refilled,No Failure,5.8
Drill,40.12266717,57.85811387,812.9721,9,26-06-2023,Motor,Predictive,Repaired,Overheating,4.6
Lathe,45.30332303,81.58110874,885.4448,19,12-01-2024,Gearbox,Predictive,Cleaned,Bearing Failure,3.5
Drill,49.27956222,77.91662694,987.1214,10,21-02-2024,Shaft,Corrective,Aligned,No Failure,3.9
Lathe,43.95152629,76.24119817,985.1744,16,20-11-2023,Gearbox,Preventive,Cleaned,No Failure,2.8
Mill,52.99964365,76.28345509,710.8948,12,31-05-2023,Shaft,Corrective,Inspected,Wear and Tear,1.9
Drill,57.65375416,69.87753227,507.6991,12,21-09-2023,Bearing,Corrective,Replaced,Overheating,2.5
Lathe,56.09380926,61.02745629,827.8903,15,21-01-2024,Coupling,Preventive,Tightened,No Failure,4.7
Mill,48.93278565,70.75804558,674.6394,13,19-06-2023,Motor,Preventive,Repaired,No Failure,0.6
Mill,57.45363068,63.22838288,678.4626,12,16-01-2024,Bearing,Preventive,Lubricated,No Failure,1.1
Mill,50.74333729,79.75119733,820.6159,18,21-12-2023,Lubrication,Preventive,Refilled,No Failure,0.8
Lathe,48.31457014,68.52942618,971.808,19,06-08-2023,Motor,Predictive,Replaced,Bearing Failure,0.7
Drill,46.93298668,61.74502803,966.8315,12,14-06-2023,Lubrication,Predictive,Refilled,No Failure,5.2
Drill,48.48765157,66.78614158,786.1144,5,06-06-2023,Bearing,Preventive,Inspected,No Failure,4.4
Lathe,48.05911591,74.12931454,627.1336,15,16-08-2023,Coupling,Predictive,Tightened,Misalignment,3.1
Drill,50.85208111,64.36275447,589.2922,6,11-08-2023,Lubrication,Corrective,Checked,Overheating,1
Lathe,50.80286991,61.77779604,687.9396,10,27-07-2023,Gearbox,Corrective,Repaired,Leakage,3.2
Drill,50.0152301,72.43687211,926.6456,10,15-03-2023,Coupling,Predictive,Inspected,Misalignment,3.1
Mill,52.18469085,72.44966571,830.4125,5,04-02-2023,Gearbox,Preventive,Repaired,No Failure,1.5
Drill,55.95323137,64.93056825,665.2113,14,01-05-2024,Gearbox,Preventive,Replaced,No Failure,2.9
Lathe,54.74777068,65.28961694,635.8688,14,30-04-2024,Bearing,Predictive,Replaced,Leakage,2.7
Lathe,42.57551016,72.32049937,646.5791,11,12-03-2023,Motor,Preventive,Repaired,No Failure,3.9
Mill,37.23039433,55.51915659,947.5231,6,23-05-2023,Motor,Preventive,Replaced,No Failure,4
Lathe,54.67159956,55.92536226,931.1916,12,23-09-2023,Bearing,Corrective,Inspected,Misalignment,0.7
Drill,43.16560651,62.81555779,867.655,10,17-08-2023,Coupling,Corrective,Tightened,Overheating,2.6
Drill,48.87617299,67.86552848,507.4214,12,13-04-2023,Coupling,Preventive,Inspected,No Failure,3.9
Mill,44.14943487,73.10907566,813.1564,7,16-08-2023,Shaft,Corrective,Aligned,Misalignment,3.3
Lathe,40.99009781,84.75356217,816.136,10,30-12-2023,Gearbox,Preventive,Cleaned,No Failure,5.2
Mill,52.70731364,78.57659623,689.4915,15,31-12-2023,Coupling,Predictive,Tightened,Overheating,4.1
Drill,53.7957758,68.4006147,511.6688,12,10-02-2024,Motor,Predictive,Repaired,Bearing Failure,1.4
Mill,47.117448,69.80983792,533.3951,12,11-10-2023,Shaft,Preventive,Replaced,No Failure,0.9
Lathe,37.04478854,59.97470635,548.5137,11,10-11-2023,Motor,Preventive,Inspected,No Failure,4
Mill,47.26877776,69.81486864,778.7911,12,04-01-2024,Bearing,Preventive,Lubricated,No Failure,0.6
Lathe,51.95902003,67.11341361,513.8611,7,07-02-2023,Coupling,Preventive,Tightened,No Failure,3.7
Lathe,42.60544216,73.2271856,991.3796,11,15-12-2023,Motor,Predictive,Repaired,Wear and Tear,5.7
Drill,50.9167996,61.72769056,743.5232,12,04-04-2023,Motor,Corrective,Inspected,Leakage,3.7
Drill,49.92345075,75.19346514,794.4393,11,20-03-2023,Lubrication,Predictive,Refilled,Bearing Failure,2.6
Drill,52.8964575,85.32738913,866.3223,13,27-06-2023,Shaft,Corrective,Aligned,Leakage,4
Lathe,50.59790184,68.91239852,815.1236,17,04-05-2024,Motor,Corrective,Replaced,Misalignment,3
Mill,45.1346553,74.01711722,816.0713,13,01-10-2023,Motor,Corrective,Inspected,Overheating,3.5
Lathe,55.98285751,76.90143992,870.2206,13,20-03-2023,Coupling,Predictive,Replaced,No Failure,5.7
Drill,49.20735213,65.98779528,951.3457,9,07-03-2024,Gearbox,Predictive,Cleaned,No Failure,2.6
Drill,49.8634773,72.24092482,929.3986,15,30-01-2024,Bearing,Corrective,Replaced,Bearing Failure,5.8
Mill,45.3336602,70.12592401,740.2605,13,13-11-2023,Motor,Predictive,Repaired,No Failure,5.5
Drill,47.78358874,70.97676099,668.3658,14,04-05-2024,Lubrication,Predictive,Checked,Overheating,1.6
Drill,45.57598643,62.26990216,868.613,12,21-08-2023,Lubrication,Corrective,Checked,Wear and Tear,0.9
Drill,49.1352697,70.24510174,968.1689,11,05-09-2023,Gearbox,Corrective,Repaired,Wear and Tear,1.1
Mill,58.5585424,74.97998291,793.5815,13,10-06-2023,Shaft,Preventive,Inspected,No Failure,0.6
Lathe,43.14049429,84.51143608,577.4302,14,25-01-2024,Gearbox,Preventive,Replaced,No Failure,1
Drill,41.93219301,79.59270826,559.5066,9,27-08-2023,Coupling,Predictive,Replaced,Overheating,4.3
Mill,57.35585164,91.53182458,847.4608,15,19-02-2023,Motor,Preventive,Repaired,No Failure,0.9
Drill,48.95338161,62.32652437,911.649,14,08-05-2023,Motor,Preventive,Inspected,No Failure,2.3
Mill,46.65463631,78.72320637,662.7812,12,26-01-2024,Motor,Predictive,Inspected,Overheating,5.1
Drill,55.19952344,71.83342006,684.6021,12,12-09-2023,Lubrication,Predictive,Flushed,Wear and Tear,0.6
Mill,46.9719223,91.89802933,657.9787,8,09-05-2024,Bearing,Preventive,Inspected,No Failure,5
Drill,59.13004857,61.91701715,886.8317,14,25-05-2023,Shaft,Predictive,Aligned,Bearing Failure,2.1
Lathe,53.38962936,61.60278158,560.5715,12,02-10-2023,Coupling,Predictive,Inspected,Wear and Tear,1.1
Drill,47.56044296,64.00607355,914.313,8,08-01-2024,Bearing,Preventive,Replaced,No Failure,4.3
Mill,60.78654107,48.76104276,946.6994,14,27-01-2023,Lubrication,Preventive,Refilled,No Failure,4
Drill,46.97142538,64.74244978,899.5014,16,07-02-2023,Coupling,Corrective,Tightened,No Failure,5.3
Lathe,53.71047686,62.40867338,567.8272,13,27-02-2024,Coupling,Preventive,Inspected,No Failure,4.5
Drill,51.4964629,71.50393786,644.9358,18,21-07-2023,Gearbox,Predictive,Repaired,Misalignment,4.9
Mill,56.50870645,73.41755976,656.6161,15,05-11-2023,Motor,Predictive,Replaced,Misalignment,2.1
Mill,57.80755598,88.76170839,862.1678,13,12-03-2023,Lubrication,Predictive,Refilled,Bearing Failure,1.5
Lathe,50.16002075,79.50423838,879.5572,12,02-04-2024,Lubrication,Predictive,Flushed,Misalignment,4.6
Mill,46.23291065,64.23096344,504.1302,18,25-03-2023,Shaft,Preventive,Inspected,No Failure,4.9
Drill,52.29986071,61.01585329,631.2895,18,17-09-2023,Coupling,Predictive,Tightened,No Failure,5.9
Drill,46.61142315,74.91919172,772.086,11,03-06-2023,Coupling,Preventive,Inspected,No Failure,2.8
Drill,60.06693624,56.79766793,755.8982,15,26-02-2023,Bearing,Preventive,Lubricated,No Failure,2.5
Mill,50.68267666,88.31458766,784.3316,7,19-11-2023,Coupling,Preventive,Inspected,No Failure,4.8
Drill,48.17339224,81.79440121,839.9683,14,05-02-2024,Coupling,Preventive,Tightened,No Failure,2.4
Drill,50.92340153,65.30824348,673.9653,13,03-09-2023,Coupling,Corrective,Inspected,Bearing Failure,5.6
Drill,43.26436855,52.86865471,503.6952,17,17-03-2023,Coupling,Predictive,Inspected,No Failure,5.2
Lathe,45.14192981,83.53872374,540.1102,13,10-01-2023,Bearing,Predictive,Inspected,Bearing Failure,2.9
Mill,56.00206954,68.85460155,901.0795,16,20-12-2023,Motor,Preventive,Repaired,No Failure,4.6
Mill,46.71552861,82.37816312,613.6795,12,08-01-2024,Lubrication,Predictive,Checked,Wear and Tear,4.6
Mill,44.76544509,54.05572341,543.7246,11,16-06-2023,Gearbox,Corrective,Cleaned,Misalignment,1.1
Lathe,52.68326376,64.00624977,501.1824,11,24-08-2023,Coupling,Preventive,Tightened,No Failure,5.5
Mill,55.92852077,70.052437,795.1461,13,15-12-2023,Motor,Predictive,Replaced,Leakage,3.3
Lathe,53.59476655,70.46980594,982.1426,13,23-05-2023,Coupling,Preventive,Replaced,No Failure,5
Lathe,54.98023843,65.49934529,842.176,11,17-04-2023,Motor,Corrective,Replaced,Overheating,2.3
Mill,46.21602456,76.22849932,584.9972,6,23-04-2024,Motor,Preventive,Replaced,No Failure,5.4
Drill,42.89094667,59.32379571,703.8677,11,14-07-2023,Motor,Corrective,Inspected,Leakage,2.6
Drill,57.50666826,68.57620515,711.9766,12,04-05-2024,Motor,Corrective,Replaced,Bearing Failure,0.6
Mill,48.38660081,71.20295632,869.2294,12,18-01-2024,Motor,Preventive,Inspected,No Failure,5.5
Mill,48.74583492,75.14438834,636.6769,15,23-12-2023,Shaft,Corrective,Inspected,Overheating,1
Lathe,56.64097071,77.11614878,541.919,12,03-05-2023,Shaft,Corrective,Inspected,Leakage,2.3
Mill,52.78115005,58.75357908,852.3148,5,30-04-2023,Bearing,Predictive,Inspected,Misalignment,5.7
Lathe,52.27943886,54.65885829,950.7133,9,30-08-2023,Bearing,Preventive,Lubricated,No Failure,5.7
Mill,60.82501172,82.77676822,531.9178,14,28-07-2023,Gearbox,Corrective,Repaired,No Failure,3.7
Drill,46.78240885,73.32314012,984.9974,11,27-05-2023,Lubrication,Predictive,Refilled,Overheating,4
Drill,54.63920064,62.51513463,740.5289,14,14-01-2024,Bearing,Predictive,Inspected,Misalignment,3
Mill,50.28506562,85.51151976,858.4501,14,04-03-2024,Shaft,Preventive,Replaced,No Failure,2.1
Lathe,51.34296139,71.15674634,597.4591,13,05-01-2023,Lubrication,Corrective,Checked,Overheating,2.3
Drill,57.64234213,81.79297184,811.7483,10,21-08-2023,Coupling,Predictive,Replaced,Overheating,4.2
Lathe,52.53917878,70.67518481,648.4957,5,28-08-2023,Coupling,Preventive,Replaced,No Failure,4.6
Mill,52.6914804,90.60747925,908.8092,13,23-08-2023,Shaft,Corrective,Aligned,Misalignment,4.9
Mill,55.36253669,87.55340842,614.0193,17,09-02-2024,Gearbox,Corrective,Repaired,Leakage,4.8
Drill,48.17523635,67.51035852,539.2368,10,14-03-2024,Coupling,Predictive,Replaced,Misalignment,1
Mill,45.80395166,79.71570951,532.4153,13,09-12-2023,Lubrication,Predictive,Flushed,Bearing Failure,3.2
Drill,44.77595403,76.4537595,603.2375,10,04-01-2023,Shaft,Corrective,Aligned,Overheating,0.8
Lathe,40.16821705,83.68631558,922.0478,12,04-06-2023,Lubrication,Corrective,Flushed,Overheating,3.5
Drill,60.28103565,60.35076539,928.1292,13,04-07-2023,Gearbox,Predictive,Repaired,Overheating,2.9
Drill,44.48395817,76.8605146,930.5096,10,23-03-2023,Bearing,Predictive,Replaced,Wear and Tear,5.4
Lathe,48.89373188,80.58424487,533.817,6,02-03-2023,Gearbox,Predictive,Cleaned,Overheating,2.4
Drill,48.6159335,52.41260514,640.5442,11,02-09-2023,Motor,Predictive,Repaired,Misalignment,1.1
Drill,51.53703349,58.16741487,652.9642,16,26-12-2023,Lubrication,Predictive,Checked,Overheating,1.3
Mill,54.07868606,49.60767822,517.8081,13,15-12-2023,Lubrication,Predictive,Checked,Misalignment,4.7
Lathe,54.30236744,67.30593166,974.6831,11,05-07-2023,Bearing,Predictive,Lubricated,No Failure,3.9
Drill,47.08461281,77.17542256,534.4884,19,14-04-2023,Coupling,Corrective,Replaced,No Failure,1.1
Lathe,49.16439143,85.02357052,688.6144,13,15-08-2023,Coupling,Corrective,Replaced,Overheating,1
Lathe,51.41289975,70.7409478,637.0425,13,16-02-2023,Gearbox,Corrective,Cleaned,No Failure,4.4
Drill,48.75654437,86.28615546,652.2053,12,01-08-2023,Lubrication,Corrective,Flushed,Misalignment,0.9
Mill,58.03672788,56.19898542,814.6381,15,18-02-2024,Coupling,Corrective,Inspected,Wear and Tear,5
Lathe,52.45487476,52.96617561,549.3434,13,17-01-2024,Gearbox,Corrective,Replaced,Overheating,4.4
Drill,53.67438893,69.44452301,600.31,6,25-12-2023,Coupling,Corrective,Replaced,Wear and Tear,0.9
Lathe,53.31440634,73.84065449,939.0902,10,27-05-2023,Coupling,Corrective,Replaced,Wear and Tear,1
Mill,55.86736929,69.67305252,960.985,7,08-05-2024,Shaft,Corrective,Inspected,Leakage,5.9
Mill,50.90510779,49.325579,971.3346,15,12-07-2023,Motor,Preventive,Replaced,No Failure,2.6
Mill,43.51584026,69.1087996,508.6433,7,16-03-2024,Gearbox,Predictive,Cleaned,Misalignment,2.5
Drill,51.99843976,56.95530499,737.2199,8,07-03-2023,Bearing,Corrective,Inspected,Wear and Tear,5
Drill,46.74321553,76.69672549,780.1433,14,04-01-2024,Bearing,Corrective,Lubricated,Wear and Tear,5.7
Mill,47.35691659,73.66598246,751.3594,9,24-08-2023,Lubrication,Predictive,Flushed,Misalignment,5.9
Drill,52.93182009,60.60120214,800.1903,13,27-01-2024,Shaft,Preventive,Replaced,No Failure,4.6
Mill,56.19141536,64.86133083,635.1976,13,04-05-2023,Bearing,Predictive,Lubricated,No Failure,2.6
Drill,50.10635788,59.40786478,861.8009,12,03-11-2023,Bearing,Corrective,Inspected,Bearing Failure,1
Mill,51.54416506,69.37320903,799.1091,11,30-04-2023,Shaft,Predictive,Replaced,Wear and Tear,4.8
Lathe,58.51107472,79.55142321,807.1889,15,30-04-2023,Shaft,Corrective,Replaced,No Failure,3.6
Mill,51.2037659,60.14273954,635.4318,15,02-05-2023,Motor,Predictive,Inspected,Leakage,2.8
Mill,63.00841557,75.04046516,981.62,13,03-06-2023,Shaft,Predictive,Inspected,Misalignment,5.5
Drill,52.82754823,64.69742382,634.764,12,17-11-2023,Bearing,Predictive,Inspected,Leakage,1.1
Drill,41.1961862,62.07127168,542.624,8,27-04-2024,Coupling,Preventive,Replaced,No Failure,3.2
Drill,53.76670811,68.9296964,683.0913,12,29-07-2023,Coupling,Preventive,Inspected,No Failure,0.6
Drill,51.90579192,59.64757678,803.8277,12,31-08-2023,Motor,Preventive,Repaired,No Failure,3.1
Drill,56.44876377,64.46350695,928.6824,11,17-02-2024,Shaft,Preventive,Inspected,No Failure,0.8
Drill,53.36590676,58.02122107,730.0481,7,29-09-2023,Bearing,Predictive,Lubricated,Wear and Tear,1.2
Lathe,49.30772008,89.64725133,552.4149,6,28-11-2023,Lubrication,Corrective,Flushed,Misalignment,1.1
Mill,43.87850882,70.35263552,782.4058,13,06-01-2024,Lubrication,Preventive,Refilled,No Failure,4.1
Mill,48.95488371,63.00274492,804.2892,12,06-11-2023,Bearing,Preventive,Lubricated,No Failure,4.6
